,amenity_id,lattitude,longitutude,amenity,Distance,Score,Amenity_Group
12127,Act12127,53.3410567,-6.2624311,Bar Rua,,,"Food and Drink,Restaurant,Pubs and Bar"
12128,Act12128,54.1144444,-9.1566667,Bar Square,,,"Food and Drink,Restaurant,Pubs and Bar"
12129,Act12129,51.6020594464616,-9.63155510280619,Barán Loop,,,Walking
12130,Act12130,53.7924554847732,-9.9881419536732,Bard Summer School,,,"Learning,Activity Operator"
12131,Act12131,53.2485698713761,-6.66452309682006,Bargetrip.ie - Canal Boat Tour,,,"Covid Safety Charter,Cruising,Activity Operator,Tour,Boat"
12132,Act12132,51.468821,-9.76928,Barley Cove,,,Discovery Point
12133,Act12133,51.4690113,-9.7769335,Barleycove Beach ,,,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
12134,Act12134,51.4690113,-9.7769335,Barleycove Surf Camp,,,"Surfing,Activity Operator"
12135,Act12135,53.5866658407311,-6.14835903591612,Barnageara Beach,,,Beach
12136,Act12136,52.8625611576974,-8.98192828305059,BarneyS Kidzclub,,,"Activity Operator,Cafe,Food and Drink"
12137,Act12137,53.2721788149031,-9.04947254971209,Barr An Chaladh,,,"Food and Drink,Restaurant,Pubs and Bar"
12138,Act12138,52.142805,-10.270467,Barr na Sráide Inn,,,"Food and Drink,Restaurant,Pubs and Bar"
12139,Act12139,53.440931,-7.952705,Barracuda Boat Trips,,,"Cruising,Activity Operator,Boat,Tour"
12140,Act12140,52.588917,-8.380237,Barratt Tours,,,"Activity Operator,Tour"
12141,Act12141,52.14665,-7.849559,Barron’s Bakery and Coffee House,,,"Food and Drink,Restaurant,Cafe"
12142,Act12142,53.076479,-7.099672,Barrowline Cruisers,,,"Covid Safety Charter,Cruising,Activity Operator,Boat,Tour"
12143,Act12143,53.3425059,-6.2633661,Doyle Design Dublin,,,"Restaurant,Shopping,Shopping Centres and Department Store,Craft,Cafe,Food and Drink,Food Shops"
12144,Act12144,51.8772217,-8.4361523,Barry’s of Douglas,,,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar,Vegetarian"
12145,Act12145,51.91024,-8.465772,Barry's Coaches Ltd.,,,"Covid Safety Charter,Transport,Coach,Road"
12146,Act12146,53.368805,-6.589851,Bartons Transport,,,"Covid Safety Charter,Transport,Coach,Road"
12147,Act12147,53.3617907,-6.5548467,Base Entertainment Centre,,,"Activity Operator,Cafe,Food and Drink"
12148,Act12148,52.551222716575,-9.14127042093378,Basecamp Action Adventure Park,,,Activity Operator
12149,Act12149,53.4455553,-6.9755865,Basket Barn,,,"Learning,Museums and Attraction,Shopping,Shopping Centres and Department Store,Craft,Food Shops"
12150,Act12150,52.3439427432464,-6.47509894550785,Bass Angling Ireland,,,"Activity Operator,Fishing,Angling"
12151,Act12151,52.2374776160161,-6.65900241166992,Bass Fishing Wexford,,,"Activity Operator,Fishing,Angling"
12152,Act12152,51.7060440831364,-8.52250691268921,Bastion Restaurant,,,"Food and Drink,Restaurant"
12153,Act12153,53.7233826841641,-6.42334951526641,Battle of the Boyne Visitor Centre,,,"Covid Safety Charter,Learning,Walking,Museums and Attraction,Gardens,Garden,Cafe,Food and Drink,Food Shops,Shopping"
12154,Act12154,53.3407957484722,-6.30307499101559,Battles and Barracks,,,"Walking,Activity Operator,Tour"
12155,Act12155,53.1210749239918,-9.1474163366579,Bay SUP,,,Activity Operator
12156,Act12156,52.3719786474143,-7.03905719861143,Baya The Storyteller,,,"Learning,Activity Operator"
12157,Act12157,53.468941,-7.985901,Baysports,,,"Covid Safety Charter,Kayaking,Activity Operator,Sailing,Cafe,Food and Drink"
12158,Act12158,53.519606,-9.238085,Bayview Angling Centre,,,"Fishing,Angling,Activity Operator,Venue,Sports Venues,Boat,Tour"
12159,Act12159,51.5807224,-9.7036179,Bayview Inn,,,"Food and Drink,Restaurant,Pubs and Bar"
12160,Act12160,53.119329,-9.6688729,Bayview Restaurant,,,"Food and Drink,Restaurant,Cafe,Seafood,Vegetarian"
12161,Act12161,54.269282,-8.757129,Beach Bar Surf School,,,"Covid Safety Charter,Surfing,Activity Operator"
12162,Act12162,52.2754194,-6.3875484,Beaches Restaurant at Kelly's Resort Hotel,,,"Food and Drink,Restaurant"
12163,Act12163,52.1777499833282,-10.3975489290999,Béal Bán Green Coast Beach 2019,,,Beach
12164,Act12164,52.8188887,-8.4516586,Béal Ború – Brian Ború's Fort,,,
12165,Act12165,52.4477217173866,-9.48804514716361,Beal Organic Cheese,,,"Shopping,Shopping Centres and Department Store,Food Shops"
12166,Act12166,52.573972,-9.6312144,Beale Strand,,,Discovery Point
12167,Act12167,53.4231715,-7.9395648,Beans and Leaves Café and Deli,,,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
12168,Act12168,54.125789,-7.7100841,Bear Essentials,,,"Covid Safety Charter,Learning,Craft,Shopping,Food Shops"
12169,Act12169,51.6100144176917,-10.1546231718999,Beara Baoi Tours - Dursey Island,,,"Walking,Activity Operator,Tour"
12170,Act12170,51.8292133480789,-9.51045744845154,Beara Outdoor Adventures,,,"Climbing,Activity Operator,Cycling,Kayaking,Walking,Adventure Park"
12171,Act12171,51.772654323823,-9.55125630341797,Beara Walks & Talks,,,"Walking,Activity Operator,Tour"
12172,Act12172,51.6956643207193,-9.94999204762586,Beara Way Cycling Route,,,Cycling
12173,Act12173,52.4641897546619,-7.39869085529483,Bearna Breac Loop,,,"Walking,Natural Landscape"
12174,Act12174,53.2785965,-9.1652183,Bearna Golf Club,,,"Golf,Golf Course"
12175,Act12175,53.290911,-6.205087,Beaufield Mews,,,"Food and Drink,Restaurant"
12176,Act12176,52.069846,-9.633156,Beaufort Bar and Restaurant,,,"Food and Drink,Restaurant,Pubs and Bar"
12177,Act12177,52.067319,-9.674517,Beaufort Golf Club,,,"Golf,Golf Course"
12178,Act12178,53.7281596,-6.2935996,Beaulieu House and Gardens,,,"Gardens,Garden,Historic Houses and Castle,Venue,Music,Activity Operator,Tour"
12179,Act12179,53.7281596,-6.2935996,Beaulieu House Gardens,,,"Photography,Learning,Gardening,Nature and Wildlife,Walking,Museums and Attraction,Historic Houses and Castle,Gardens,Garden,Activity Operator,Venue,Music,Tour"
12180,Act12180,53.3855331930933,-6.23340052282333,Beaumont House,,,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
12181,Act12181,53.666201,-6.683543,Beautiful Meath,,,"Activity Operator,Tour"
12182,Act12182,53.498156,-6.151194,Beaverstown Golf Club,,,"Golf,Golf Course"
12183,Act12183,53.5824741,-6.7028943,Bective Abbey,,,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
12184,Act12184,53.5531190963068,-6.71067231355983,Bee Wise Nature Trail,,,"Activity Operator,Tour"
12185,Act12185,53.799244,-9.541186,Beech Health Club and Spa at Westport Woods Hotel,,,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Swimming,Swimming Pools and Water Park,Venue,Spa,Swimming Pool,Fitness and Leisure,Food and Drink,Pubs and Bar,Restaurant"
12186,Act12186,53.2600132,-6.4981117,Beech Park Golf Club,,,"Golf,Golf Course"
12187,Act12187,52.4607195,-6.6880464,Beechdale Plantsplus Garden Centre,,,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
12188,Act12188,53.3824631385746,-8.85353885740687,Beechmount Art Studio,,,"Learning,Craft,Shopping,Activity Operator"
12189,Act12189,53.3433974892064,-6.27326208088152,Beer Market,,,"Food and Drink,Restaurant,Pubs and Bar"
12190,Act12190,53.3463894072842,-6.267889735582,Beerhouse,,,"Food and Drink,Restaurant,Pubs and Bar"
12191,Act12191,53.0018339,-6.1222048,Bel Air Equestrian Centre,,,"Horse Riding,Equestrian,Activity Operator"
12192,Act12192,53.8129006,-9.2190281,Belcarra Eviction Cottage,,,Museums and Attraction
12193,Act12193,53.934581,-9.3516456,Belderrig  Valley Experience,,,"Activity Operator,Tour"
12194,Act12194,53.27747,-6.348872,Belfast & Titanic Tour - Hilltop Treks,,,"Activity Operator,Tour"
12195,Act12195,53.3443425,-6.2596291,Belfast city and Titanic tour - Extreme Ireland,,,"Activity Operator,Tour"
12196,Act12196,53.3493606218099,-6.26018078414836,"Belfast, Titanic & Giants Causeway - Wild Rover Tours",,,"Activity Operator,Tour"
12197,Act12197,52.2675049,-9.7086284,Bella Bia,,,"Covid Safety Charter,Food and Drink,Restaurant"
12198,Act12198,53.329324,-6.232072,Bella Cuba,,,"Food and Drink,Restaurant,Seafood"
12199,Act12199,52.6624183,-8.6255806,Bella Italia,,,"Food and Drink,Restaurant"
12200,Act12200,53.9674584269329,-9.82844337699839,Bellacragher Boat Club,,,"Transport,Cruising,Sailing,Activity Operator,Coach,Road,Tour,Boat"
12201,Act12201,54.1266814870017,-9.14440483695682,Belleek - Multi Access,,,"Walking,Forest Park,Park and Forest Walk"
12202,Act12202,54.1332182927074,-9.14571648726701,Belleek Woods,,,"Walking,Forest Park,Park and Forest Walk,Public Park,Nature and Wildlife"
12203,Act12203,52.506111,-6.579892,Bellefield Design,,,"Shopping,Shopping Centres and Department Store,Craft,Cafe,Food and Drink,Food Shops"
12204,Act12204,55.095536,-7.534192,Belles Kitchen,,,"Food and Drink,Restaurant,Cafe,Seafood,Vegetarian"
12205,Act12205,53.649168,-6.337637,Bellewstown Golf Club,,,"Golf,Golf Course"
12206,Act12206,53.6444174475037,-6.34645375901698,Bellewstown Racecourse,,,"Horse Riding,Equestrian,Race Course,Venue,Sports Venues,Food and Drink,Pubs and Bar,Activity Operator"
12207,Act12207,52.9962592,-7.9319548,Bellefield House & Gardens,,,"Gardens,Garden,Food Shops,Shopping"
12208,Act12208,52.2465986,-7.0846672,Bellissimo,,,"Covid Safety Charter,Food and Drink,Restaurant"
12209,Act12209,51.902753,-8.474596,Bells Bar,,,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
12210,Act12210,54.2218763,-8.624828,Beltra Country Market,,,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
12211,Act12211,54.1019056,-7.4496679,Belturbet Farmer's Market,,,"Craft,Shopping,Food and Drink,Restaurant,Shopping Centres and Department Store,Food Shops"
12212,Act12212,54.1009779,-7.4297153,Belturbet Golf Club,,,"Golf,Golf Course"
12213,Act12213,54.0976819,-7.4422836,Belturbet Railway Station,,,"Museums and Attraction,Cafe,Food and Drink,Tour"
12214,Act12214,53.477197,-7.369202,Belvedere House Gardens & Park,,,"Covid Safety Charter,Walking,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Tour"
12215,Act12215,53.477197,-7.369202,Belvedere House Gardens and Park,,,Historic Houses and Castle
12216,Act12216,52.0894793,-7.6238681,Ben O'Neill Music Shop,,,"Shopping,Shopping Centres and Department Store,Food Shops"
12217,Act12217,52.3737983741772,-8.34783236894467,Benard Loop,,,"Walking,Forest Park,Park and Forest Walk"
12218,Act12218,54.3666667,-8.4744444,Benbulben,,,Natural Landscape
12219,Act12219,54.3198064,-8.4845208,Rathcormac Craft Village,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
12220,Act12220,54.3193646,-8.4833994,Benbulben Pottery,,,"Learning,Shopping,Shopping Centres and Department Store,Craft,Activity Operator,Food Shops"
12221,Act12221,53.769361,-8.494767,"Benny's Deli, Restaurant and Café",,,"Food and Drink,Restaurant,Cafe"
12222,Act12222,52.9332877683877,-9.34733702550648,Bens Surf Clinic,,,"Climbing,Activity Operator,Kayaking,Surfing"
12223,Act12223,52.1704021,-10.3863964,Beoir Chorca Dhuibhne - West Kerry Brewery,,,"Museums and Attraction,Food and Drink,Pubs and Bar,Artisan,Restaurant,Local Produce,Food Shops,Shopping"
12224,Act12224,51.6304715371706,-9.86344539008676,Bere Island,,,"Restaurant,Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Natural Landscape,Food and Drink,Pubs and Bar"
12225,Act12225,51.6183124455721,-9.9154563469949,Bere Island - Ardnakinna West Island Loop,,,Walking
12226,Act12226,51.634348,-9.819922,Bere Island - East End Pier,,,Discovery Point
12227,Act12227,51.6363513926402,-9.88185363521596,Bere Island - Rerrin Loop,,,Walking
12228,Act12228,51.6332349,-9.866889,Bere Island (West End Pier),,,Discovery Point
12229,Act12229,51.636061,-9.897609,Bere Island Ferries,,,"Transport,Coach,Road"
12230,Act12230,51.6352472,-9.8800912,Bere Island Heritage Centre,,,"Covid Safety Charter,Photography,Learning,Craft,Shopping,Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Food Shops"
12231,Act12231,51.6541411,-9.8605084,Berehaven Golf and Amenity Park,,,"Golf,Golf Course"
12232,Act12232,51.659056,-9.833361,Berehaven Lodge Restaurant,,,"Covid Safety Charter,Food and Drink,Restaurant,Seafood"
12233,Act12233,52.4140252381181,-6.87329905285651,Berkeley Forest House,,,"Historic Houses and Castle,Castle"
12234,Act12234,53.341729,-6.250585,Berlitz Language Centre,,,Learning
12235,Act12235,53.3490382014864,-6.27732856041867,Bernard Fagan Horse Drawn Carriages,,,"Activity Operator,Tour"
12236,Act12236,52.719087,-7.586953,Bernard Kavanagh Coaches,,,"Covid Safety Charter,Transport,Coach,Road"
12237,Act12237,54.9511565041299,-7.73671587256198,Bernard McGlinchey Town Park,,,"Walking,Natural Landscape,Public Park,Nature and Wildlife"
12238,Act12238,52.8304448,-9.430075,Berry Lodge Cookery School,,,"Cooking,Cookery,Learning"
12239,Act12239,53.7882615,-9.6613629,Bertra Beach,,,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
12240,Act12240,53.3502615197419,-6.2600837233981,Beshoffs Restaurant,,,"Food and Drink,Restaurant"
12241,Act12241,53.3504988692415,-6.26074684357457,Best of Dublin Walking Tour - Pat Liddy Walking Tours,,,"Walking,Activity Operator,Tour"
12242,Act12242,53.3656392193716,-6.29209543788909,Best of Irish Rock & Roll Music Tour - LetzGo City Tours,,,"Covid Safety Charter,Activity Operator,Tour"
12243,Act12243,52.966171,-7.916396,Bevans Glass,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
12244,Act12244,52.2077838,-6.8541224,Bevel Furniture,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
12245,Act12245,51.9174656550127,-8.78492605764154,Beyond the Glass Adventure Tours,,,"Activity Operator,Tour"
12246,Act12246,51.8887420172216,-8.50460435079458,BEYOND THE GLASS Cycle Tour of Cork City,,,"Cycling,Activity Operator,Tour"
12247,Act12247,53.127233,-7.9099454,Birr Golf Club,,,"Golf,Golf Course"
12248,Act12248,51.9174656550127,-8.78492605764154,BEYOND THE GLASS Wild Atlantic Way Adventure Tours,,,"Cycling,Activity Operator,Tour"
12249,Act12249,52.2621198,-7.1120794,Bianconi  Restaurant at the Granville,,,"Food and Drink,Restaurant,Seafood,Vegetarian"
12250,Act12250,52.1060953,-9.7847527,Bianconi Inn,,,"Food and Drink,Restaurant,Pubs and Bar"
12251,Act12251,52.4304939570149,-8.16862652421491,Bianconi Loop,,,"Walking,Forest Park,Park and Forest Walk"
12252,Act12252,52.172146,-6.589453,Bicycle Hire at Harbour Office,,,"Cycling,Activity Operator,Bike Rental"
12253,Act12253,54.098876,-10.070072,Bicycle Hire at Leim Siar,,,"Cycling,Activity Operator,Bike Rental"
12254,Act12254,53.906019,-9.782639,Bicycle Hire at Mulranny Park Hotel,,,"Cycling,Bike Rental"
12255,Act12255,54.709495,-7.9707692,Biddy O Barnes,,,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
12256,Act12256,53.2765598185375,-6.09653852429813,Biddy's Cottage,,,"Craft,Shopping,Activity Operator,Historic Houses and Castle,Local Produce,Food and Drink,Restaurant,Food Shops"
12257,Act12257,53.3367742,-6.2634198,Big Smoke Writing Factory,,,"Learning,Activity Operator"
12258,Act12258,53.3434983450159,-6.22052885526784,BigStyle SUP,,,Activity Operator
12259,Act12259,53.4875734195623,-10.0209000153443,Clifden Bike Shop,,,"Covid Safety Charter,Cycling,Bike Rental"
12260,Act12260,52.1485537260183,-6.91067902896111,Bike Hire at Loftus Hall,,,"Cycling,Bike Rental"
12261,Act12261,53.3481516,-6.2684908,Bike Hire Dublin,,,"Cycling,Activity Operator,Tour,Bike Rental"
12262,Act12262,51.6791974,-9.4480849,O' Donovan Cycles Bantry,,,"Cycling,Activity Operator,Bike Rental"
12263,Act12263,53.394692,-6.249486,Bike on Board.ie,,,"Transport,Cycling,Coach,Road"
12264,Act12264,53.012432,-8.000987,Bike Park Ireland,,,Cycling
12265,Act12265,53.0121074099298,-8.00032039999996,Bike Park Ireland,,,"Cycling,Activity Operator"
12266,Act12266,53.2669923,-9.0688495,Bike the Bay,,,"Cycling,Activity Operator,Bike Rental"
12267,Act12267,52.272366595965,-9.70092257038414,Bike2ireland,,,"Cycling,Activity Operator,Tour,Bike Rental"
12268,Act12268,53.4192677,-6.4758857,Bike2u,,,"Cycling,Bike Rental"
12269,Act12269,53.107875,-6.217278,Biking.ie  - Guided Tours,,,"Covid Safety Charter,Cycling,Activity Operator,Tour,Bike Rental"
12270,Act12270,53.107875,-6.217278,Biking.ie Ballinastoe Mountain Bike Park - Bike Hire and Guided Tours,,,"Cycling,Activity Operator,Tour,Bike Rental"
12271,Act12271,52.7036692746239,-8.01824596323405,Birchill Loop,,,"Walking,Forest Park,Park and Forest Walk"
12272,Act12272,52.641309,-7.239384,Bird Watching  in Kilkenny,,,"Bird Watching,Nature and Wildlife"
12273,Act12273,51.9507759255638,-7.72400378998085,Bird Watching In Ardmore,,,"Bird Watching,Nature and Wildlife"
12274,Act12274,52.1072771678837,-7.53312207156846,Bird Watching In Clonea,,,"Bird Watching,Nature and Wildlife"
12275,Act12275,52.1534789756632,-6.99846730415838,Bird Watching in Dunmore East,,,"Bird Watching,Nature and Wildlife"
12276,Act12276,52.2835391157577,-7.73870158098676,Bird Watching In Nire Valley Area,,,"Bird Watching,Nature and Wildlife"
12277,Act12277,52.1837423739747,-10.1670098277412,Bird Watching on the Dingle Peninsula,,,"Bird Watching,Nature and Wildlife,Activity Operator"
12278,Act12278,53.0516396,-6.0764458,Birdsireland,,,"Bird Watching,Nature and Wildlife,Activity Operator,Tour"
12279,Act12279,53.148605284669,-6.07857885259068,Birdwatch Ireland,,,"Bird Watching,Nature and Wildlife"
12280,Act12280,52.5919500957001,-9.8598094584961,Birdwatching at the Bridges of Ross,,,"Bird Watching,Nature and Wildlife"
12281,Act12281,52.971778,-9.42637,Birdwatching at the Cliffs of Moher,,,"Bird Watching,Nature and Wildlife"
12282,Act12282,53.0967043,-7.9143201,Birr Castle Demesne & Historic Science Centre,,,"Learning,Walking,Museums and Attraction,Gardens,Garden,Castle,Historic Houses and Castle,Cafe,Food and Drink,Tour,Activity Operator,Food Shops,Shopping"
12283,Act12283,53.0973006,-7.9156832,DUPLICATE Birr Castle Gardens,,,"Learning,Museums and Attraction,Walking,Gardens,Garden,Castle,Historic Houses and Castle,Cafe,Food and Drink,Tour"
12284,Act12284,53.0957642373653,-7.91027118315556,Birr Cycle Hub,,,Cycling
12285,Act12285,53.0799699,-7.8390351,Birr Equestrian Centre,,,"Horse Riding,Equestrian,Activity Operator"
12286,Act12286,53.0892903,-7.9064196,Birr Outdoor Education Centre,,,"Climbing,Activity Operator,Kayaking,Surfing,Walking,Adventure Park"
12287,Act12287,53.0977775334492,-7.91207548098566,Birr Theatre & Arts Centre,,,"Craft,Shopping,Art Gallery,Venue,Music,Activity Operator"
12288,Act12288,53.0957642373653,-7.91027118315556,Birr Town Trail & Riverbank Walks,,,Walking
12289,Act12289,51.8972,-8.47471,Bishop Lucey Park,,,"Public Park,Nature and Wildlife"
12290,Act12290,52.361211,-7.105004,Bishops Mountain Club,,,Activity Operator
12291,Act12291,52.670433,-8.625267,Bishops Palace Limerick Civic Trust,,,"Museums and Attraction,Historic Houses and Castle"
12292,Act12292,53.1291281,-9.127942,Bishop's Quarter ,,,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
12293,Act12293,53.345529,-6.26631,Bison Bar & BBQ,,,"Food and Drink,Restaurant,Pubs and Bar"
12294,Act12294,54.2712594,-8.4743512,Bistro Bianconi,,,"Food and Drink,Restaurant"
12295,Act12295,53.2892717806141,-6.12538234907379,Bistro Martello,,,"Food and Drink,Restaurant"
12296,Act12296,52.653965,-7.257644,Black Abbey,,,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
12297,Act12297,52.564707,-8.789913,Black Abbey Crafts,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
12298,Act12298,53.52357,-10.135642,Black Boats,,,"Activity Operator,Boat,Tour"
12299,Act12299,53.5275898,-6.5272556,Black Bush Golf Club,,,"Golf,Golf Course"
12300,Act12300,52.73621,-6.97769,Black Castle,,,"Castle,Historic Houses and Castle,Ruins"
12301,Act12301,52.9811225,-6.030845,Black Castle Wicklow,,,"Historic Houses and Castle,Castle,Ruins"
12302,Act12302,53.345635,-6.264056,Black Church Print Studio,,,"Craft,Shopping,Learning,Activity Operator,Art Gallery"
12303,Act12303,53.3996096,-6.6684598,Black Forest Bakery and Coffee Shop,,,"Food and Drink,Restaurant,Cafe"
12304,Act12304,53.1134074848904,-9.28251865275536,Black Head Looped Walk,,,Walking
12305,Act12305,53.3879939334729,-6.06579511898753,Black Linn Loop,,,"Walking,Marina,Venue,Natural Landscape"
12306,Act12306,52.6495684134211,-7.24986098210911,Blackbird Gallery,,,"Craft,Shopping,Art Gallery"
12307,Act12307,53.9736811895969,-10.0746238506131,Blackfield Watersports,,,"Kitesurfing,Windsurfing,Activity Operator,Surfing,Venue,Sports Venues"
12308,Act12308,54.295657,-7.8927151,Blacklion Golf Club,,,"Golf,Golf Course"
12309,Act12309,51.914801,-8.47149,Blackpool Farmers Market,,,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
12310,Act12310,53.960735,-6.366831,Blackrock Beach,,,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Sports Venues"
12311,Act12311,53.9572861116195,-6.36744063893127,Blackrock Boathouse,,,"Walking,Historic Houses and Castle"
12312,Act12312,53.3013607,-6.1775618,Blackrock Market,,,"Shopping,Shopping Centres and Department Store,Food Shops"
12313,Act12313,53.3066,-6.19078,Blackrock Park,,,"Bird Watching,Nature and Wildlife,Cycling,Walking,Public Park"
12314,Act12314,53.9630012,-6.3660316,Blackrock Promenade,,,"Restaurant,Shopping,Shopping Centres and Department Store,Walking,Beach,Public Sculpture,Venue,Music,Cafe,Food and Drink,Pubs and Bar"
12315,Act12315,53.9568431779987,-6.37522976461776,Blackrock Wetlands,,,"Bird Watching,Nature and Wildlife,Walking,Natural Landscape"
12316,Act12316,51.710963,-8.515615,Blacks Brewery,,,Museums and Attraction
12317,Act12317,52.6133226136518,-6.85510585516965,Blackstairs Eco Trails,,,"Food and Drink,Restaurant,Learning,Walking,Activity Operator,Local Produce,Tour"
12318,Act12318,52.170583,-8.460477,Blackwater Castle,,,"Covid Safety Charter,Castle,Historic Houses and Castle,Tour"
12319,Act12319,51.9565396626912,-7.85013225586396,Blackwater Cruises,,,"Cruising,Activity Operator,Tour,Boat"
12320,Act12320,52.0860268871595,-7.85892743611066,Blackwater Eco Tours,,,"Kayaking,Activity Operator,Walking,Boat,Tour"
12321,Act12321,52.42801,-6.342129,Blackwater Open Farm,,,"Agriculture,Nature and Wildlife,Visitor Farm,Cafe,Food and Drink"
12322,Act12322,53.2730149,-9.051735,Blacoe Jewellers,,,"Shopping,Shopping Centres and Department Store,Food Shops"
12323,Act12323,52.945031,-6.017685,Blainroe Golf Club,,,"Golf,Golf Course"
12324,Act12324,51.9225895,-8.6497248,Blair’s Inn,,,"Food and Drink,Restaurant,Pubs and Bar"
12325,Act12325,51.6087477,-9.5386349,Blairscove House & Restaurant,,,"Food and Drink,Restaurant"
12326,Act12326,53.3918686,-6.3910117,Blanchardstown Shopping Centre,,,"Shopping,Shopping Centres and Department Store,Food Shops"
12327,Act12327,51.9291159,-8.5707144,Blarney Castle and Gardens,,,"Covid Safety Charter,Walking,Gardens,Garden,Castle,Historic Houses and Castle,Cafe,Food and Drink"
12328,Act12328,53.3422604234743,-6.25517685519844,"Blarney Castle, Kilkenny and Irish Whiskey - Rabbie's Small Group Tours",,,"Activity Operator,Tour"
12329,Act12329,53.349708,-6.253413,Blarney Cork and Cobh Tour - Paddywagon Tours,,,"Activity Operator,Tour"
12330,Act12330,51.938933,-8.627994,Blarney Golf Resort,,,"Golf,Golf Course"
12331,Act12331,51.9268715,-8.5717676,Blarney House & Gardens,,,"Historic Houses and Castle,Castle"
12332,Act12332,51.9291159,-8.5707144,Blarney House and Gardens,,,"Walking,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Tour,Food Shops,Shopping"
12333,Act12333,51.933314,-8.565638,Blarney Woollen Mills,,,"Shopping,Shopping Centres and Department Store,Food Shops"
12334,Act12334,54.6561928,-8.1140634,Blas Cafe,,,"Food and Drink,Restaurant,Cafe"
12335,Act12335,52.1330832726897,-10.4558122416662,Blasket Island Ferry,,,"Transport,Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Coach,Road,Boat,Tour"
12336,Act12336,52.131718212472,-10.3597243856202,Blasket Islands Eco Marine and Whale Watching Tours,,,"Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Tour,Boat"
12337,Act12337,52.1317110126799,-10.3597337241211,Blasket Islands Eco Marine Tours,,,"Bird Watching,Nature and Wildlife"
12338,Act12338,53.34255,-6.263011,Blazing Salads,,,"Food and Drink,Restaurant,Cafe,Vegetarian"
12339,Act12339,52.655366,-8.651151,Bleach Lough (Ardlahan),,,"Fishing,Angling"
12340,Act12340,52.256681,-9.736467,Blennerville Farmers Market,,,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
12341,Act12341,52.2568655,-9.7368409,Blennerville Windmill,,,"Covid Safety Charter,Bird Watching,Nature and Wildlife,Photography,Learning,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
12342,Act12342,53.1087155,-6.5021038,Blessington Lake Boat Hire,,,"Fishing,Angling,Sailing,Activity Operator,Boat,Tour"
12343,Act12343,53.124422,-6.540298,Blessington Lakes Golf Club,,,"Golf,Golf Course"
12344,Act12344,53.1704214776264,-6.53442077220488,Blessington Sailing School,,,"Sailing,Activity Operator"
12345,Act12345,53.3572226151365,-6.26969159790042,Blessington Street Basin (Dublin's Secret Garden),,,"Bird Watching,Nature and Wildlife,Walking,Gardens,Garden"
12346,Act12346,53.34975,-6.269079,Bleu Note Bar & Club,,,
12347,Act12347,51.7696102,-10.1007673,Blind Piper Restaurant,,,"Food and Drink,Restaurant"
12348,Act12348,53.3394913,-6.2896327,BLOCK T,,,"Craft,Shopping,Learning,Activity Operator,Venue,Music,Cafe,Food and Drink"
12349,Act12349,55.0926,-8.1659,Bloody Foreland Walk,,,Walking
12350,Act12350,53.2930203,-6.1390339,Bloomfields Shopping Centre,,,"Shopping,Shopping Centres and Department Store,Food Shops"
12351,Act12351,53.584985,-6.104939,Blue Bar,,,"Food and Drink,Restaurant,Cafe"
12352,Act12352,54.0162315161917,-7.52801980896592,Blue Damsel Discovery,,,"Learning,Activity Operator"
12353,Act12353,52.3393084,-6.4646946,Blue Egg Gallery,,,"Craft,Shopping,Learning,Shopping Centres and Department Store,Art Gallery,Historic Houses and Castle,Activity Operator,Food Shops"
12354,Act12354,52.3393617,-6.4646512,Blue Egg Gallery & Craft,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
12355,Act12355,51.748777,-9.548521,Blue Pool,,,Discovery Point
